,dateTime,BTCUSDT_return,ETHUSDT_return,XRPUSDT_return,SOLUSDT_return,DOGEUSDT_return,ADAUSDT_return,TRUMPUSDT_return,SHIBUSDT_return,BNBUSDT_return,USDCUSDT_return,PEPEUSDT_return,LINKUSDT_return,AVAXUSDT_return,SUIUSDT_return,XLMUSDT_return,LTCUSDT_return,HBARUSDT_return,PENGUUSDT_return,DOTUSDT_return,UNIUSDT_return,OPUSDT_return,TRXUSDT_return,ARBUSDT_return,APTUSDT_return,TONUSDT_return,ATOMUSDT_return,BONKUSDT_return,AAVEUSDT_return,BCHUSDT_return,ONDOUSDT_return,BTCUSDT_weight,ETHUSDT_weight,XRPUSDT_weight,SOLUSDT_weight,DOGEUSDT_weight,ADAUSDT_weight,TRUMPUSDT_weight,SHIBUSDT_weight,BNBUSDT_weight,USDCUSDT_weight,PEPEUSDT_weight,LINKUSDT_weight,AVAXUSDT_weight,SUIUSDT_weight,XLMUSDT_weight,LTCUSDT_weight,HBARUSDT_weight,PENGUUSDT_weight,DOTUSDT_weight,UNIUSDT_weight,OPUSDT_weight,TRXUSDT_weight,ARBUSDT_weight,APTUSDT_weight,TONUSDT_weight,ATOMUSDT_weight,BONKUSDT_weight,AAVEUSDT_weight,BCHUSDT_weight,ONDOUSDT_weight,BTCUSDT_value,ETHUSDT_value,XRPUSDT_value,SOLUSDT_value,DOGEUSDT_value,ADAUSDT_value,TRUMPUSDT_value,SHIBUSDT_value,BNBUSDT_value,USDCUSDT_value,PEPEUSDT_value,LINKUSDT_value,AVAXUSDT_value,SUIUSDT_value,XLMUSDT_value,LTCUSDT_value,HBARUSDT_value,PENGUUSDT_value,DOTUSDT_value,UNIUSDT_value,OPUSDT_value,TRXUSDT_value,ARBUSDT_value,APTUSDT_value,TONUSDT_value,ATOMUSDT_value,BONKUSDT_value,AAVEUSDT_value,BCHUSDT_value,ONDOUSDT_value,portfolio_return,portfolio
0,2025-07-05 04:00:00,0.0034255357954648957,-0.041725114942747776,-0.031497480201592154,-0.02711129185305472,-0.01219809709684938,-0.06928806513079033,-0.046679892636258824,-0.17331022530329143,-0.016778267567607585,0.0,0.0,-0.01518487586362749,-0.05055043810378024,-0.1106768581606965,-0.016816614815429176,-0.04618937644340626,-0.019464088756249165,-0.21268838113756017,-0.029735355337490166,-0.05779511631267553,-0.018754688672162345,-0.08143610806218282,-0.06197706848465323,-0.03184206336571682,-0.055019623665775175,-0.025062656641616776,0.05681818181817455,-0.18274717487786196,-0.07877606865955844,-0.012879958784128842,0.028583804,0.03841796,-0.0222759,0.09779114,-0.060966033,-0.090382084,0.017523812,-0.019129973,-0.00065135007,0.013838298,0.016624454,-0.025765004,-0.033947088,-0.053411536,0.042124655,0.04098713,-0.038122557,-0.0057461923,0.0062693814,0.03102562,-0.023007173,0.13808979,-0.0407679,0.019640047,-0.045346867,0.020180706,0.01561615,-0.00086289045,-0.009342441,0.003562069,9.791484427081522e-05,-0.001602993857301837,0.0007016347339707196,-0.0026512442120563864,0.0007436695961026409,0.006262399740201768,-0.0008180096688107381,0.003315419914197646,1.0928525758947581e-05,0.0,0.0,0.0003912383818458502,0.0017160401618681253,0.005911420985020303,-0.0007083940990112129,-0.0018931699886603527,0.0007420208350803069,0.0012221483377431734,-0.00018642228312726742,-0.0017931293268250435,0.00043149236855150383,-0.011245495137297262,0.002526674970296125,-0.0006253796243646933,0.00249496757288928,-0.0005057821036284018,0.0008872812296347404,0.00015769079142277819,0.0007359608000791024,-4.5879302322776906e-05,0.006273004185527855,0.006273004185527855
1,2025-07-05 04:03:00,-0.027588505406606068,-0.14470744448242812,-0.21154971418282376,-0.12881355932202743,-0.1341954373551335,-0.2946784538048086,-0.058377116170449384,-0.08680555555555802,-0.11289092295957426,0.0,-0.20512820512820218,-0.1214974561470128,-0.19668446192750988,-0.18351165125861657,-0.1345555462114234,-0.23105360443623768,-0.22063595068135822,-0.2253212350039724,-0.2379535990481907,-0.37588549949399974,-0.2813731007315856,0.03543586109142627,-0.46511627906976605,-0.17746228926351915,-0.033029947152085626,-0.2005515166708438,-1.0221465076660885,-0.17187266477356467,-0.23029045643153667,-0.24475074069303382,0.028583804,0.03841796,-0.0222759,0.09779114,-0.060966033,-0.090382084,0.017523812,-0.019129973,-0.00065135007,0.013838298,0.016624454,-0.025765004,-0.033947088,-0.053411536,0.042124655,0.04098713,-0.038122557,-0.0057461923,0.0062693814,0.03102562,-0.023007173,0.13808979,-0.0407679,0.019640047,-0.045346867,0.020180706,0.01561615,-0.00086289045,-0.009342441,0.003562069,-0.0007885844352082641,-0.005559365023426895,0.004712460377219139,-0.012596825169304037,0.008181363527798588,0.02663365283857859,-0.0010229896164676026,0.001660587925774403,7.35315106010669e-05,0.0,-0.003410144494130012,0.0031303823994507786,0.0066768647027371465,0.009801639152701862,-0.00566810597564194,-0.009470224180801425,0.008411206628964628,0.0012947391453425907,-0.0014918218635506073,-0.011662080737488678,0.006473599631731695,0.004893330649904023,0.01896181425382919,-0.003485367720171289,0.001497804630204375,-0.004047271182705009,-0.01596199281932532,0.0001483072805377113,0.002151475079295807,-0.0008718190340652372,0.028666167482385277,0.03493917166791313
2,2025-07-05 04:06:00,-0.009260442538028268,0.013536217343856904,-0.027063599458720944,-0.013576810807147677,-0.030539946249685812,-0.017385257301827384,-0.03504672897196581,-0.08688097306689402,0.02596371189442781,0.0,0.0,0.0,-0.022522522522527844,-0.048563896212006075,0.07578947368420685,-0.023158869847150765,0.05853277835585757,-0.23193359375,0.029815146094214207,0.014511681903939255,-0.18811136192625755,0.07438894792772821,-0.031152647975074554,-0.04330484330484774,-0.08810896141562274,0.050238633509169794,-0.40160642570281624,0.011228385358186266,0.11437126993698588,-0.025826446280985405,0.028583804,0.03841796,-0.0222759,0.09779114,-0.060966033,-0.090382084,0.017523812,-0.019129973,-0.00065135007,0.013838298,0.016624454,-0.025765004,-0.033947088,-0.053411536,0.042124655,0.04098713,-0.038122557,-0.0057461923,0.0062693814,0.03102562,-0.023007173,0.13808979,-0.0407679,0.019640047,-0.045346867,0.020180706,0.01561615,-0.00086289045,-0.009342441,0.003562069,-0.00026469867580724356,0.0005200338760738779,0.0006028660478545177,-0.001327691843890469,0.0018618993857957029,0.001571315790169516,-0.0006141522942790364,0.001662030660722817,-1.6911465566561307e-05,0.0,0.0,-0.0,0.0007645740500980328,0.002593872286880194,0.003192605438985168,-0.0009492156149723445,-0.0022314191853055254,0.0013327350302461127,0.0001869225218118946,0.00045023393088669685,0.00432791066425373,0.010272354267607715,0.0012700280574993311,-0.0008505091623024576,0.003995465380648825,0.0010138510894128839,-0.0062715460407926195,-9.688866461085958e-06,-0.0010685068798323926,-9.199558451292274e-05,0.021922362865224358,0.05686153453313746
3,2025-07-05 04:09:00,0.06158764616646106,0.08757543429454007,0.08572459844793379,0.1086292348428275,0.09164782794646165,0.15649452269170805,0.10517704803085781,0.08695652173913437,0.00152688073535856,0.0,0.10277492291881352,0.12164525203375298,0.10137418337463622,0.19782050392169737,0.08835408953213886,0.04632846884409236,0.006499837504070349,0.36706227823322113,0.1788375558867461,0.15960533952408262,0.13192612137202797,0.03185727938834759,0.24929884699282923,0.11172929587741631,0.007348888480618321,0.1255335174491501,0.5760368663594306,0.1160136222446706,-0.04985044865404298,0.025833118057350113,0.028583804,0.03841796,-0.0222759,0.09779114,-0.060966033,-0.090382084,0.017523812,-0.019129973,-0.00065135007,0.013838298,0.016624454,-0.025765004,-0.033947088,-0.053411536,0.042124655,0.04098713,-0.038122557,-0.0057461923,0.0062693814,0.03102562,-0.023007173,0.13808979,-0.0407679,0.019640047,-0.045346867,0.020180706,0.01561615,-0.00086289045,-0.009342441,0.003562069,0.0017604092158017277,0.0033644696585572436,-0.001909592622705178,0.010622977012609973,-0.005587404547733371,-0.014144301134655937,0.0018431028300905806,-0.0016634759047757777,-9.945338742494608e-07,0.0,0.0017085770204403876,-0.003134190361010096,-0.0034413583061399934,-0.01056589695067157,0.003721885548014688,0.001898870987004686,-0.000247790426413263,-0.002109210436374567,0.0011212008432020817,0.004951854642357271,-0.003035247109653368,0.004399165050663161,-0.010163390625299425,0.002194368633836092,-0.0003332490706825331,0.002533355000597732,0.008995477904131905,-0.00010010704635960699,0.0004657248920898019,9.201934984090218e-05,-0.006762750487110706,0.05009878404602678
4,2025-07-05 04:12:00,-0.017863307747767454,0.019886092462373384,0.004507956543298164,0.027127839945761956,0.02441704309608106,0.017361111111102723,0.03502218071445018,0.0,0.016795431642568914,0.010003000900260517,0.10266940451746365,0.030374364036744872,0.028130977832785398,-0.020782099684812927,-0.05044348228171458,0.04630701551284755,0.07799298063175808,-0.43276849932952777,0.059506099375172816,0.08691873098654046,-0.07528703180875729,-0.04600141542817626,0.031084861672359132,-0.027331738981895004,0.0,-0.025075225677029245,0.3436426116838698,0.08971291866028963,0.10182876142976749,0.025826446280996507,0.028583804,0.03841796,-0.0222759,0.09779114,-0.060966033,-0.090382084,0.017523812,-0.019129973,-0.00065135007,0.013838298,0.016624454,-0.025765004,-0.033947088,-0.053411536,0.042124655,0.04098713,-0.038122557,-0.0057461923,0.0062693814,0.03102562,-0.023007173,0.13808979,-0.0407679,0.019640047,-0.045346867,0.020180706,0.01561615,-0.00086289045,-0.009342441,0.003562069,-0.0005106012900521803,0.0007639831335793952,-0.00010041879127361717,0.0026528624689527536,-0.0014886102670861195,-0.0015691334071251122,0.0006137221152262113,-0.0,-1.0939705580379533e-05,0.00013842450422584456,0.0017068228345878485,-0.0007825955998624801,-0.000954964775074258,0.0011100038637816517,-0.0021249142930453283,0.0018979916765225618,-0.0029732918578168088,0.0024867710180233563,0.0003730664315126396,0.002696707533888986,0.0017321417723447394,-0.006352325839434049,-0.001267264552245087,-0.0005367966410158721,-0.0,-0.0005060357556359445,0.00536637444727642,-7.741242048662803e-05,-0.0009513292299059468,9.199558451296229e-05,0.0014242329587955582,0.05152301700482235
5,2025-07-05 04:15:00,-0.0006480077464621203,0.06441812932933555,0.054093040028835304,0.0,0.061027706578786756,0.06943239021004466,0.0,0.0,0.03663842454775246,-0.010002000400077815,0.0,0.06832156684126733,0.039372293154849025,0.13164732374848498,-0.008411490095483476,0.08099976857207647,0.0779321989868631,0.29384756657486744,0.029735355337501268,-0.01447387465624006,0.05650781691466378,0.067263780224458,0.0,0.04784361971155171,0.2645405445126148,0.0,-0.171232876712335,0.07842844338215027,0.06435674396396696,0.0258197779499314,0.028583804,0.03841796,-0.0222759,0.09779114,-0.060966033,-0.090382084,0.017523812,-0.019129973,-0.00065135007,0.013838298,0.016624454,-0.025765004,-0.033947088,-0.053411536,0.042124655,0.04098713,-0.038122557,-0.0057461923,0.0062693814,0.03102562,-0.023007173,0.13808979,-0.0407679,0.019640047,-0.045346867,0.020180706,0.01561615,-0.00086289045,-0.009342441,0.003562069,-1.852252650961114e-05,0.0024748132091544565,-0.00120497117570633,0.0,-0.0037206172030094,-0.006275444141674386,0.0,-0.0,-2.3864440403274826e-05,-0.00013841065900647997,0.0,-0.0017603054181152217,-0.001336574693573503,-0.007031485760994594,-0.00035433111913015457,0.003319948065048626,-0.0029709747060884467,-0.0016885046240823084,0.00018642228312733703,-0.00044906093757962916,-0.0013000851247599928,0.009288441349048665,-0.0,0.0009396509447208647,-0.011996084965663095,0.0,-0.0026739982262969173,-6.767515456944019e-05,-0.0006012491050156012,9.197183145737787e-05,-0.027310912299621057,0.024212104705201277
6,2025-07-05 04:18:00,0.03712182717152679,0.04649425378708827,0.022526581366011378,0.04068072411689272,0.00609904854842469,0.06938421509106174,0.011669973159045277,0.08688097306690512,0.0,0.010003000900260517,0.10256410256410664,0.0682749203459343,0.01686719892048938,0.0,0.029442691903258655,0.03468609087755592,0.03244646333551149,-0.0854544344747632,-0.029726516052319685,-0.028951939779975344,0.03765060240963347,-0.010613457864583342,0.0,0.018217424966970874,0.0036644801934881954,0.025081514923508408,-0.11435105774728616,0.13807515766688372,-0.029045643153524647,0.012906556530722924,0.028583804,0.03841796,-0.0222759,0.09779114,-0.060966033,-0.090382084,0.017523812,-0.019129973,-0.00065135007,0.013838298,0.016624454,-0.025765004,-0.033947088,-0.053411536,0.042124655,0.04098713,-0.038122557,-0.0057461923,0.0062693814,0.03102562,-0.023007173,0.13808979,-0.0407679,0.019640047,-0.045346867,0.020180706,0.01561615,-0.00086289045,-0.009342441,0.003562069,0.0010610830373923648,0.0017862144495659248,-0.0005017998843987597,0.003978214499764685,-0.0003718347980513204,-0.006271089974011696,0.00020450241720234406,-0.0016620306607230293,-0.0,0.00013842450422584456,0.0017050722470650984,-0.001759103570993337,-0.000572592283104544,-0.0,0.0012402632415732925,0.0014216833248180537,-0.0012369421513189999,0.0004910376132797192,-0.0001863668662773932,-0.0008982518870121308,-0.000866233926625379,-0.0014656101776738344,-0.0,0.00035779108444971083,-0.00016617269703237382,0.0005061626770696918,-0.0017857232294538252,-0.00011914373452212193,0.00027135721720845674,4.597404533224974e-05,-0.004655115482251307,0.01955698922294997
7,2025-07-05 04:21:00,0.007865796555339699,0.004766425300184451,0.03153011125625049,0.006777363605547926,0.09757882539489504,0.10400416016640435,0.011668611435222687,0.0,0.02289062857667723,-0.010002000400077815,0.0,0.04548555833521206,0.06745741750517897,-0.06573712071411553,0.02943402573374332,0.011558021266755425,0.051897502432685094,-0.030545543405224862,0.0892060660124816,0.05792064871126268,0.09409108016560364,0.035381948130064345,0.03107520198881719,0.020490870178946352,0.08061561011358798,0.05015045135405849,0.400686891814539,-0.044719385853753124,0.08093637156019184,0.025809781907337737,0.028583804,0.03841796,-0.0222759,0.09779114,-0.060966033,-0.090382084,0.017523812,-0.019129973,-0.00065135007,0.013838298,0.016624454,-0.025765004,-0.033947088,-0.053411536,0.042124655,0.04098713,-0.038122557,-0.0057461923,0.0062693814,0.03102562,-0.023007173,0.13808979,-0.0407679,0.019640047,-0.045346867,0.020180706,0.01561615,-0.00086289045,-0.009342441,0.003562069,0.00022483438818582738,0.00018311634342931248,-0.0007023616200964621,0.0006627661318981366,-0.00594899393679484,-0.009400112766557268,0.00020447855460990392,-0.0,-1.490981253163965e-05,-0.00013841065900647997,0.0,-0.0011719355759140337,-0.002289982876451794,0.0035111205842147286,0.0012398981821714406,0.00047373012314486736,-0.001978465500026016,0.00017552056627866702,0.0005592668493818718,0.0017970240473435648,-0.0021647697677054938,0.004885885820340583,-0.00126687074722618,0.0004024416554993778,-0.0036556653735747304,0.001012071511271889,0.006257186461992784,3.8587930849995224e-05,-0.0007561433031947927,9.193622486360902e-05,-0.007768756563603169,0.011788232659346806
8,2025-07-05 04:24:00,0.23780596698661505,0.2303662426074382,0.18011527377521652,0.2710761724044497,0.31682203131664366,0.2943722943723026,0.22167775055419447,0.26041666666667407,0.07933601855241168,0.010003000900260517,0.30737704918033515,0.2803667500189455,0.2921184203134919,0.4466140423764031,0.20597755265039375,0.2889171385646705,0.298255851650131,0.678318259594235,0.2673796791443861,0.34732272069464276,0.24440684339159802,0.06366498072365445,0.2795899347623365,0.29819489654232534,0.19771528998242527,0.32581453634084045,1.083238312428736,0.1938707031541309,0.19906687402799772,0.32253902722227945,0.028583804,0.03841796,-0.0222759,0.09779114,-0.060966033,-0.090382084,0.017523812,-0.019129973,-0.00065135007,0.013838298,0.016624454,-0.025765004,-0.033947088,-0.053411536,0.042124655,0.04098713,-0.038122557,-0.0057461923,0.0062693814,0.03102562,-0.023007173,0.13808979,-0.0407679,0.019640047,-0.045346867,0.020180706,0.01561615,-0.00086289045,-0.009342441,0.003562069,0.006797399184966028,0.008850201427512467,-0.004012229911424765,0.026508848674900724,-0.01931538257114891,-0.02660598151095576,0.003884639254133451,-0.004981763777323209,-5.1675521258003364e-05,0.00013842450422584456,0.005109975740435792,-0.007223650333786036,-0.00991656966949093,-0.023854341966188693,0.008676733363270918,0.011841884391109616,-0.011370275736025075,-0.0038977471594358604,0.0016763051822383203,0.010775902811249072,-0.00562311055057775,0.0087914838783467,-0.011398294681937872,0.0058565618140151545,-0.008965769016653665,0.006575167347165639,0.01691601158437261,-0.00016728917770957486,-0.0018597705924121993,0.0011489062805899505,-0.01569540673779602,-0.003907174078449224
9,2025-07-05 04:27:00,-0.07163409746114846,-0.13076920028690653,-0.06742179072276588,-0.19599891862667196,-0.22471910112358273,-0.24171270718232885,-0.17462165308499422,-0.08658008658009031,-0.041161046405269186,0.0,-0.40858018386107364,-0.19646365422396617,-0.2128493810564014,-0.19991038499982405,-0.14262941521939743,-0.1958976722747141,-0.2004008016032066,-0.24886191198785212,-0.3259259259259295,-0.3028554946639783,-0.3563390847711956,-0.0742285532501441,-0.24783147459725985,-0.2655349280559327,-0.1352042680698773,-0.24981264051961993,-0.7332205301748496,-0.33489618218353057,0.03311189751868948,-0.1414609053497884,0.028583804,0.03841796,-0.0222759,0.09779114,-0.060966033,-0.090382084,0.017523812,-0.019129973,-0.00065135007,0.013838298,0.016624454,-0.025765004,-0.033947088,-0.053411536,0.042124655,0.04098713,-0.038122557,-0.0057461923,0.0062693814,0.03102562,-0.023007173,0.13808979,-0.0407679,0.019640047,-0.045346867,0.020180706,0.01561615,-0.00086289045,-0.009342441,0.003562069,-0.0020475750119659285,-0.005023886095264529,0.0015018810995301823,-0.01916695823256113,0.013700232244608668,0.021846498264957628,-0.003060037042507814,0.0016562747103828054,2.6810250467913014e-05,0.0,-0.006792422638971881,0.0050618867655165154,0.007225616632079056,0.010677520708941771,-0.006008214922907041,-0.008029283410078445,0.007639791002732248,0.0014300084021365946,-0.002043353931771407,-0.009396279546079607,0.008198355002481127,-0.010250205400112192,0.010103568933266562,-0.005215118494554467,0.00613109000162807,-0.005041395437113099,-0.011450081519484257,0.0002889787163510634,-0.0003093459600695,-0.0005038935102334367,0.0011504615814054674,-0.0027567124970437466
