dateTime,BTCUSDT_return,ETHUSDT_return,XRPUSDT_return,SOLUSDT_return,DOGEUSDT_return,ADAUSDT_return,TRUMPUSDT_return,SHIBUSDT_return,BNBUSDT_return,USDCUSDT_return,PEPEUSDT_return,LINKUSDT_return,AVAXUSDT_return,SUIUSDT_return,XLMUSDT_return,LTCUSDT_return,HBARUSDT_return,PENGUUSDT_return,DOTUSDT_return,UNIUSDT_return,OPUSDT_return,TRXUSDT_return,ARBUSDT_return,APTUSDT_return,TONUSDT_return,ATOMUSDT_return,BONKUSDT_return,AAVEUSDT_return,BCHUSDT_return,ONDOUSDT_return,BTCUSDT,ETHUSDT,XRPUSDT,SOLUSDT,DOGEUSDT,ADAUSDT,TRUMPUSDT,SHIBUSDT,BNBUSDT,USDCUSDT,PEPEUSDT,LINKUSDT,AVAXUSDT,SUIUSDT,XLMUSDT,LTCUSDT,HBARUSDT,PENGUUSDT,DOTUSDT,UNIUSDT,OPUSDT,TRXUSDT,ARBUSDT,APTUSDT,TONUSDT,ATOMUSDT,BONKUSDT,AAVEUSDT,BCHUSDT,ONDOUSDT,BTCUSDT_value,ETHUSDT_value,XRPUSDT_value,SOLUSDT_value,DOGEUSDT_value,ADAUSDT_value,TRUMPUSDT_value,SHIBUSDT_value,BNBUSDT_value,USDCUSDT_value,PEPEUSDT_value,LINKUSDT_value,AVAXUSDT_value,SUIUSDT_value,XLMUSDT_value,LTCUSDT_value,HBARUSDT_value,PENGUUSDT_value,DOTUSDT_value,UNIUSDT_value,OPUSDT_value,TRXUSDT_value,ARBUSDT_value,APTUSDT_value,TONUSDT_value,ATOMUSDT_value,BONKUSDT_value,AAVEUSDT_value,BCHUSDT_value,ONDOUSDT_value,portfolio
2025-07-23 04:00:00,-0.03219862675386542,0.11522346368715297,0.06585729011567842,0.054612253003671896,0.16284794546486125,0.06815858230149185,0.2100073046019002,0.13192612137202797,-0.015052495578327107,0.010006003602169855,0.3566333808844524,0.061674461633343114,0.02744882754295297,0.10908721903697405,0.0,0.06690641465252334,0.17464328180736288,-1.1585392713977294,0.17893088794453949,0.15009380863040267,0.2674137272379973,0.018973531922972242,0.2119991520033837,0.07780227108533655,0.3172859845018028,0.05935892362485262,0.02707825616030668,0.022900513625812025,0.005713088686176704,0.23569939262078066,-4.379017656596369e-10,0.0,-2.6790935152942793e-07,-0.07810256171919278,-0.022729658846495138,-6.069062530597673e-07,-1.1701215043922924e-06,-3.0308033547009914e-07,0.29813003390789494,0.0,-1.264254462097328e-06,-4.14785639316409e-08,-4.593609649620131e-07,-3.5264486050102805e-07,-1.1245410839434603e-07,0.0012539503650817875,-1.4392805423609164e-07,0.24289316973153932,-2.842656823768876e-07,0.003443269877911278,-6.930314041598929e-07,2.6344832957848075e-07,-6.641253974729937e-07,-5.379524557324798e-07,-0.19553948606787105,-3.835208109784361e-07,-1.4563210675586898e-06,-2.677921998643687e-07,-3.625713084273277e-08,-0.15791710111224516,1.4099835507333291e-11,0.0,-1.764378388837681e-08,-0.004265356860843455,-0.0037014782442689412,-4.136586979846419e-08,-2.4573406319414587e-07,-3.998421312270325e-08,-0.004487601017165099,0.0,-4.5087534311602485e-07,-2.558168099808156e-09,-1.260891990720676e-08,-3.846904713973881e-08,-0.0,8.389732307984509e-05,-2.5136067735939162e-08,-0.2814012758882626,-5.086391095985693e-08,0.0005168134901180453,-1.8532611087937984e-07,4.9985452913110165e-09,-1.4079402108818482e-07,-4.18539227919209e-08,-0.062041938346021015,-2.2765382527410526e-08,-3.9434634919005493e-08,-6.132578921880153e-09,-2.0714020401084502e-10,-0.03722096481659059,-0.392519261100487
2025-07-23 04:03:00,0.012563195402393035,-0.21113403389412255,-0.12590494176896172,-0.03473428273705892,-0.015124016938894425,-0.11352026336700627,-0.10933940774487949,-0.19762845849802257,0.03889146771380858,0.010005002501256577,-0.1421464108031345,-0.02568185320254157,-0.10192481085107286,-0.04814880514938391,-0.04068783861919112,0.06686167989971015,0.04822137319633324,-0.08022105356984,-0.06697923643670389,0.08430123641813836,-0.29210058420116036,0.09484966328368039,-0.16924053310768405,-0.09440074039795965,-0.11556474666989391,-0.11864741941862711,0.16242555495395994,-0.07522731732845234,0.08569143466505835,-0.1537487564438611,-4.379017656596369e-10,0.0,-2.6790935152942793e-07,-0.07810256171919278,-0.022729658846495138,-6.069062530597673e-07,-1.1701215043922924e-06,-3.0308033547009914e-07,0.29813003390789494,0.0,-1.264254462097328e-06,-4.14785639316409e-08,-4.593609649620131e-07,-3.5264486050102805e-07,-1.1245410839434603e-07,0.0012539503650817875,-1.4392805423609164e-07,0.24289316973153932,-2.842656823768876e-07,0.003443269877911278,-6.930314041598929e-07,2.6344832957848075e-07,-6.641253974729937e-07,-5.379524557324798e-07,-0.19553948606787105,-3.835208109784361e-07,-1.4563210675586898e-06,-2.677921998643687e-07,-3.625713084273277e-08,-0.15791710111224516,-5.501445449034942e-12,-0.0,3.373111130367292e-08,0.0027128364612430365,0.000343763745409684,6.889615768642773e-08,1.2794039227980067e-07,5.989729950001924e-08,0.011594714588245554,0.0,1.7970923412898262e-07,1.065246389944637e-09,4.6820279466119496e-08,1.697942867519567e-08,4.575514614414176e-09,8.384122792022315e-05,-6.9404084167406665e-09,-0.019485145980782055,1.903989835076253e-08,0.00029027190802925307,2.0243487802485518e-07,2.4987985353166953e-08,1.1239693631868203e-07,5.0783110120046705e-08,0.022597471171394767,4.550375451593052e-08,-2.365437575893636e-07,2.0145288797281195e-08,-3.1069255587525076e-09,0.02427955791722717,-0.3501011817518769
2025-07-23 04:06:00,0.10976661526800324,0.1782440141735009,0.14898432799472783,0.23826069691252894,0.2911813643926786,0.23866348448686736,0.3648636322174603,0.26402640264027166,0.04765487835465265,-0.010004001600638635,0.284697508896814,0.23633374434854915,0.34925244280499257,0.2510014705136676,0.11782852735764404,0.17539463793534438,0.22245291413316437,1.0392506690454884,0.2680965147453085,0.20589611605053015,0.4203286205578971,0.0,0.27548209366392573,0.33719939229999163,0.09134088417974695,0.15838447832112745,0.29729729729730536,0.22257863899708408,0.06849445385186392,0.4438405797101419,-4.379017656596369e-10,0.0,-2.6790935152942793e-07,-0.07810256171919278,-0.022729658846495138,-6.069062530597673e-07,-1.1701215043922924e-06,-3.0308033547009914e-07,0.29813003390789494,0.0,-1.264254462097328e-06,-4.14785639316409e-08,-4.593609649620131e-07,-3.5264486050102805e-07,-1.1245410839434603e-07,0.0012539503650817875,-1.4392805423609164e-07,0.24289316973153932,-2.842656823768876e-07,0.003443269877911278,-6.930314041598929e-07,2.6344832957848075e-07,-6.641253974729937e-07,-5.379524557324798e-07,-0.19553948606787105,-3.835208109784361e-07,-1.4563210675586898e-06,-2.677921998643687e-07,-3.625713084273277e-08,-0.15791710111224516,-4.806699463634068e-11,0.0,-3.991429470111513e-08,-0.018608770785868676,-0.006618453075102572,-1.4484636111211255e-07,-4.2693478222833076e-07,-8.0021210685177e-08,0.014207350499749204,-0.0,-3.5993009597079086e-07,-9.802784324165371e-09,-1.604329391422417e-07,-8.851437855484522e-08,-1.3250301987422669e-08,0.000219936170272413,-3.201721509033472e-08,0.2524268891500816,-7.621063870694044e-08,0.0007089558943757154,-2.9130093411383024e-07,0.0,-1.8295465495124717e-07,-1.8139724115928033e-07,-0.01786074954949265,-6.074374357211533e-08,-4.329603173823249e-07,-5.960482337984632e-08,-2.483412375308552e-09,-0.07009001770380399,-0.19571868451986227
2025-07-23 04:09:00,-0.03823302777788973,-0.07460583696746736,-0.03719067372335294,-0.059423591165697065,-0.14705327853399286,0.05668934240361523,0.0,0.0,-0.09275740178996683,0.0,0.0,0.07688364941054182,0.011731581417184778,-0.005058041020711279,0.07489354417649086,-0.22511255627813975,-0.02589523527671833,-0.3134242705160384,0.04456327985740138,-0.12141589614270698,0.11415525114155667,0.0031586594649191113,0.0633981403212136,0.06278159391386318,0.14905396361866163,0.11860051393557391,0.08084074373484462,-0.15023351513765437,0.011407928510309695,0.16232302281540267,-4.379017656596369e-10,0.0,-2.6790935152942793e-07,-0.07810256171919278,-0.022729658846495138,-6.069062530597673e-07,-1.1701215043922924e-06,-3.0308033547009914e-07,0.29813003390789494,0.0,-1.264254462097328e-06,-4.14785639316409e-08,-4.593609649620131e-07,-3.5264486050102805e-07,-1.1245410839434603e-07,0.0012539503650817875,-1.4392805423609164e-07,0.24289316973153932,-2.842656823768876e-07,0.003443269877911278,-6.930314041598929e-07,2.6344832957848075e-07,-6.641253974729937e-07,-5.379524557324798e-07,-0.19553948606787105,-3.835208109784361e-07,-1.4563210675586898e-06,-2.677921998643687e-07,-3.625713084273277e-08,-0.15791710111224516,1.6742310370451856e-11,-0.0,9.963729280166021e-09,0.0046411346965949335,0.003342470853336284,-3.4405116386600296e-08,-0.0,-0.0,-0.027653767340851048,0.0,-0.0,-3.189023367373024e-09,-5.389030560328421e-09,1.7836921701572065e-09,-8.422086734859845e-09,-0.00028227997212946777,3.72705082736387e-09,-0.076128614536436,-1.2667811157616416e-08,-0.0004180676978877871,-7.911317399085824e-08,8.321435597401977e-10,-4.2104315139874616e-08,-3.3773512620762004e-08,-0.029145935442372244,-4.5485765287030616e-08,-1.1773007821816739e-07,4.0231363512069405e-08,-4.136187566428402e-10,-0.025633581206785223,-0.3469976513052033
2025-07-23 04:12:00,0.01676493954090308,-0.02014250148383301,-0.10302787476389463,-0.12882766821920022,-0.0377614983762542,-0.04532577903682,0.018176860856145005,-0.13166556945358732,-0.16059419853456935,0.010005002501256577,-0.2129169623846794,-0.03072983354673875,-0.09384164222874247,-0.030349781228655726,-0.05986999657885406,-0.058494192362334996,0.007400555041625623,-0.18598884066955979,-0.022271714922061925,-0.009351037965221742,-0.07601672367921752,-0.08528111181300702,-0.06335797254487519,-0.22144307067724078,-0.12453300124534161,0.019743336623867513,0.35002692514809475,-0.12102181663559142,0.0019011045417460792,-0.26109660574413773,-4.379017656596369e-10,0.0,-2.6790935152942793e-07,-0.07810256171919278,-0.022729658846495138,-6.069062530597673e-07,-1.1701215043922924e-06,-3.0308033547009914e-07,0.29813003390789494,0.0,-1.264254462097328e-06,-4.14785639316409e-08,-4.593609649620131e-07,-3.5264486050102805e-07,-1.1245410839434603e-07,0.0012539503650817875,-1.4392805423609164e-07,0.24289316973153932,-2.842656823768876e-07,0.003443269877911278,-6.930314041598929e-07,2.6344832957848075e-07,-6.641253974729937e-07,-5.379524557324798e-07,-0.19553948606787105,-3.835208109784361e-07,-1.4563210675586898e-06,-2.677921998643687e-07,-3.625713084273277e-08,-0.15791710111224516,-7.34139662613852e-12,-0.0,2.7602131117450124e-08,0.010061770908229776,0.0008583059756247381,2.7508498722251376e-08,-2.1269135770121767e-08,3.990524495985488e-08,-0.04787795385452238,0.0,2.691812197510399e-07,1.2746293653770863e-09,4.3107187327815144e-08,1.0702694367616018e-08,6.73262708484758e-09,-7.334881386791427e-05,-1.0651474874082742e-09,-0.04517541904492361,6.3310842400234434e-09,-3.219814735285279e-05,5.26819767510427e-08,-2.246716645173234e-08,4.2077638699448254e-08,1.1912584367576276e-07,0.024351119062003646,-7.571980473405927e-09,-5.09751585305959e-07,3.240869850842728e-08,-6.892859611580113e-11,0.04123161908936101,-0.3636536396924618
2025-07-23 04:15:00,0.09804582210242163,0.12302832337647285,0.20913310032659727,0.2629489978170252,0.22287700211542916,0.24940482938442532,0.26351658337120387,0.2636783124587927,0.13823263295467125,0.0,0.21337126600284861,0.24591423740971674,0.4696489374192758,0.3111796999519356,0.3915275994865297,0.10869565217392907,0.13690013690013103,0.6965394853593487,0.2004900868790349,0.2805573739829814,0.35501458095601457,0.21180412859989062,0.23245984784445728,0.1461068984649483,0.03649413052735362,0.3355704697986628,0.05366246310705147,0.08187057898874084,0.18630470324323412,0.35204910633688247,-4.379017656596369e-10,0.0,-2.6790935152942793e-07,-0.07810256171919278,-0.022729658846495138,-6.069062530597673e-07,-1.1701215043922924e-06,-3.0308033547009914e-07,0.29813003390789494,0.0,-1.264254462097328e-06,-4.14785639316409e-08,-4.593609649620131e-07,-3.5264486050102805e-07,-1.1245410839434603e-07,0.0012539503650817875,-1.4392805423609164e-07,0.24289316973153932,-2.842656823768876e-07,0.003443269877911278,-6.930314041598929e-07,2.6344832957848075e-07,-6.641253974729937e-07,-5.379524557324798e-07,-0.19553948606787105,-3.835208109784361e-07,-1.4563210675586898e-06,-2.677921998643687e-07,-3.625713084273277e-08,-0.15791710111224516,-4.2934438614201086e-11,0.0,-5.602871329183747e-08,-0.020536990331004097,-0.00506591822281328,-1.5136535049671212e-07,-3.0834642096663004e-07,-7.991571139620052e-08,0.041211299549953735,0.0,-2.6975557512745727e-07,-1.0200169418099653e-08,-2.1573838908630266e-07,-1.097359218803021e-07,-4.402888711203631e-08,0.00013629895272630134,-1.970377032869043e-08,0.16918468344210735,-5.699245135647034e-08,0.0009660347548614892,-2.4603625353718275e-07,5.57994438774669e-08,-1.5438248884621184e-07,-7.859856482867501e-08,-0.0071360435278125306,-1.2869825871759794e-07,-7.814977555989001e-08,-2.1924302451564473e-08,-6.75487400210644e-09,-0.05559457432187702,-0.24049082999568883
2025-07-23 04:18:00,-0.057558121922229866,-0.04614600380973277,-0.022870865376367622,0.004948290365680563,0.0716143379442924,0.06785027705529245,0.0,-0.06574621959237748,0.016314032577868787,0.0,0.0,0.015331936423579329,-0.05843169335048026,-0.06305170239596647,0.010655755173361037,-0.14198613547148353,-0.029559562518466365,-0.34806362074282227,0.06669630947087057,-0.10258323230439848,0.1642451042324744,-0.02523659305994075,0.0,0.14220022530424536,-0.024320544780198627,0.059020263623854596,-0.4558862965942656,0.006544288472221105,-0.07779886148007176,0.008995232526753938,-4.379017656596369e-10,0.0,-2.6790935152942793e-07,-0.07810256171919278,-0.022729658846495138,-6.069062530597673e-07,-1.1701215043922924e-06,-3.0308033547009914e-07,0.29813003390789494,0.0,-1.264254462097328e-06,-4.14785639316409e-08,-4.593609649620131e-07,-3.5264486050102805e-07,-1.1245410839434603e-07,0.0012539503650817875,-1.4392805423609164e-07,0.24289316973153932,-2.842656823768876e-07,0.003443269877911278,-6.930314041598929e-07,2.6344832957848075e-07,-6.641253974729937e-07,-5.379524557324798e-07,-0.19553948606787105,-3.835208109784361e-07,-1.4563210675586898e-06,-2.677921998643687e-07,-3.625713084273277e-08,-0.15791710111224516,2.5204803217797112e-11,-0.0,6.127318711899495e-09,-0.0003864741536900532,-0.0016277694699913781,-4.117875741669464e-08,-0.0,1.992638628994857e-08,0.004863703085614524,0.0,-0.0,-6.359467051412889e-10,2.684123904184106e-08,2.2234858795777933e-08,-1.1982834472887555e-09,-0.0001780435664110189,4.254450317352969e-09,-0.08454227611046046,-1.8959471923757095e-08,-0.0003532217537725104,-1.138270152126197e-07,-6.64853828589327e-09,-0.0,-7.64969604081307e-08,0.004755626827210683,-2.2635499369181806e-08,6.639168181415384e-07,-1.7525094065231184e-09,2.8207635000986044e-09,-0.0014205010444555582,-0.3193793233675871
2025-07-23 04:21:00,0.047150747676139027,0.18762179311677674,0.06290926767893446,0.07916872835229682,0.026365348399237654,0.06780427166910297,0.1540692405292754,0.1315789473684159,0.03136802218346446,-0.010004001600638635,0.14194464158978626,0.20950434338273816,0.11693171188027485,0.06309148264984632,0.07884418683941075,-0.058548009367687115,-0.03326434062685957,-0.6211866654876608,0.1999555654298879,0.24271844660193054,0.20181634712412855,0.06941814969076976,0.189753320683117,0.12355696529340321,0.11250988262481165,0.19661816751868066,-0.13469827586205518,0.307561430487846,0.1101426156972174,0.05396654074474316,-4.379017656596369e-10,0.0,-2.6790935152942793e-07,-0.07810256171919278,-0.022729658846495138,-6.069062530597673e-07,-1.1701215043922924e-06,-3.0308033547009914e-07,0.29813003390789494,0.0,-1.264254462097328e-06,-4.14785639316409e-08,-4.593609649620131e-07,-3.5264486050102805e-07,-1.1245410839434603e-07,0.0012539503650817875,-1.4392805423609164e-07,0.24289316973153932,-2.842656823768876e-07,0.003443269877911278,-6.930314041598929e-07,2.6344832957848075e-07,-6.641253974729937e-07,-5.379524557324798e-07,-0.19553948606787105,-3.835208109784361e-07,-1.4563210675586898e-06,-2.677921998643687e-07,-3.625713084273277e-08,-0.15791710111224516,-2.06473956595533e-11,0.0,-1.685398110905453e-08,-0.006183280492365269,-0.0005992753744836585,-4.115083646014181e-08,-1.8027973150869368e-07,-3.987899150922201e-08,0.009351749517179861,-0.0,-1.7945414650069323e-07,-8.689939300957352e-09,-5.371386400398315e-08,-2.2248887097858087e-08,-8.866352733103166e-09,-7.341629772142317e-05,4.78767182187047e-09,-0.15088199817526332,-5.6840505251983484e-08,0.0008357451159978444,-1.3986506642985518e-07,1.8288095578462224e-08,-1.2601999952049553e-07,-6.646777290243903e-08,-0.022000124626012165,-7.54071590598584e-08,1.961639369017431e-07,-8.23625520637724e-08,-3.9934552286948434e-09,-0.008522239671465705,-0.4974530462459047
2025-07-23 04:24:00,-0.0032821652191428186,-0.008573181480864278,0.0943045752007654,-0.024720656580634603,0.03765485559363846,0.03387916431396576,-0.009048954845713997,0.0,-0.056444734333460644,0.010005002501256577,-0.07087172218285254,0.13767783386875454,0.050611227906260936,-0.03783102143758432,0.08516980730330914,0.016737802326560747,0.19595518911526,-0.28695362028696714,0.199556541019974,-0.09312721177128225,0.2895266868076396,0.015765907800990853,0.21043771043771642,0.06078131619178251,0.29158946633052185,0.1962323390894749,-0.10790396547073478,-0.08154744430309835,0.0834645370563658,0.017979144192725727,-4.379017656596369e-10,0.0,-2.6790935152942793e-07,-0.07810256171919278,-0.022729658846495138,-6.069062530597673e-07,-1.1701215043922924e-06,-3.0308033547009914e-07,0.29813003390789494,0.0,-1.264254462097328e-06,-4.14785639316409e-08,-4.593609649620131e-07,-3.5264486050102805e-07,-1.1245410839434603e-07,0.0012539503650817875,-1.4392805423609164e-07,0.24289316973153932,-2.842656823768876e-07,0.003443269877911278,-6.930314041598929e-07,2.6344832957848075e-07,-6.641253974729937e-07,-5.379524557324798e-07,-0.19553948606787105,-3.835208109784361e-07,-1.4563210675586898e-06,-2.677921998643687e-07,-3.625713084273277e-08,-0.15791710111224516,1.4372659446492894e-12,-0.0,-2.5265077588295232e-08,0.0019307466063279832,-0.0008558820215574414,-2.056147667058514e-08,1.0588376657244786e-08,-0.0,-0.016827870560756745,0.0,8.95998910061935e-08,-5.7106788340949695e-09,-2.324882248893239e-08,1.3340915277468324e-08,-9.57769474241189e-09,2.098837333805764e-05,-2.8203449086824737e-08,-0.069699074397442,-5.672707630581428e-08,-0.0003206621231059208,-2.0065108630006e-07,4.153502074459379e-09,-1.3975702808775518e-07,-3.2697458308021737e-08,-0.05701725438907503,-7.525918582779088e-08,1.5714281818815648e-07,2.183776950324379e-08,-3.0261846407807733e-09,-0.002839214331394304,-0.643061593110079
2025-07-23 04:27:00,-0.054788709990993834,-0.08707883984191422,0.031405241820348095,-0.1681420305622905,-0.19196747845071638,-0.1467599909686257,-0.17194570135746767,-0.13140604467805073,0.2585373812422409,-0.010004001600638635,-0.21276595744680327,-0.061106018942869156,-0.12451846375345355,-0.169042512930484,0.09573449633015763,0.09204250690317828,-0.10701107011070743,-0.05354035604335783,0.06638636866562742,-0.4008202833706176,-0.21338019329734115,-0.0094580535325961,-0.35699286014280185,-0.2172072304237438,-0.009085677942999304,-0.0587544065804968,-0.5671077504725841,-0.13058239749280665,-0.11372036163075361,-0.035951824555091605,-4.379017656596369e-10,0.0,-2.6790935152942793e-07,-0.07810256171919278,-0.022729658846495138,-6.069062530597673e-07,-1.1701215043922924e-06,-3.0308033547009914e-07,0.29813003390789494,0.0,-1.264254462097328e-06,-4.14785639316409e-08,-4.593609649620131e-07,-3.5264486050102805e-07,-1.1245410839434603e-07,0.0012539503650817875,-1.4392805423609164e-07,0.24289316973153932,-2.842656823768876e-07,0.003443269877911278,-6.930314041598929e-07,2.6344832957848075e-07,-6.641253974729937e-07,-5.379524557324798e-07,-0.19553948606787105,-3.835208109784361e-07,-1.4563210675586898e-06,-2.677921998643687e-07,-3.625713084273277e-08,-0.15791710111224516,2.399207284326999e-11,-0.0,-8.41375797071433e-09,0.01313232331958169,0.0043633552948066905,8.90695562178539e-08,2.0119736274618792e-07,3.982658810382245e-08,0.07707775823620765,-0.0,2.6899031108453123e-07,2.534589913329858e-09,5.7198921665373874e-08,5.961197339111376e-08,-1.0765737427389668e-08,0.00011541673513428334,1.5401895102756105e-08,-0.01300458678792636,-1.8871366389258208e-08,-0.0013801324081859103,1.478791749807657e-07,-2.4917084042262913e-09,2.3708802513735915e-07,1.1684716300930357e-07,0.0017766087955522758,2.2533537660308895e-08,8.258909645890407e-07,3.496894748816212e-08,4.123174031129121e-09,0.005677407913436099,-0.5553013593678656
